UserID,PlayedTimestamp,ArtistID,ArtistName,TrackID,TrackName,FirstPlayed,MinsSinceFirstPlay,MinsSincePrevPlay,historyID
1,2006-08-25 12:38:34,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,17199,1271,334
1,2006-08-25 13:59:58,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,17280,11,351
1,2006-08-25 15:55:38,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,17396,65,362
1,2006-08-27 12:32:31,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,20073,2664,366
1,2006-08-27 13:51:08,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,20151,60,369
1,2006-09-01 13:28:35,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,9b0d3374-7968-4844-9bac-8b9397eccd42,Sherbet Head,2006-08-13 13:59:20,27329,7043,399
1,2006-09-01 14:49:29,7ad2826f-0a07-4c72-bb8f-6a4826ef71df,吉澤はじめ,Null,Beyond The Sunshine (Live Drum Mix Featuring Peter Erskine),2006-08-13 13:59:20,27410,13,414
1,2006-09-01 16:52:12,fdb9e5f0-e46d-4159-a67d-a514c97d7bcf,Valerie Etienne,Null,Didn'T I,2006-08-13 13:59:20,27532,17,439
1,2006-09-01 18:45:29,Null,Hagen String Quartett,Null,Streichquartett D-Moll Kv 421 (417B): 1. Allegro Moderato,2006-08-13 13:59:20,27646,20,465
1,2006-09-01 18:58:17,Null,Hagen String Quartett,Null,Streichquartett D-Moll Kv 421 (417B): 2. Andante,2006-08-13 13:59:20,27658,12,466
1,2006-09-02 12:54:00,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,ebc57bc2-c7ec-4ac5-97c7-bb8cd84ca9c7,Crying,2006-08-13 13:59:20,28734,1044,472
1,2006-09-02 14:46:49,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,3ac42f3e-8e21-44e4-b141-ca00a73103ec,Show Me Forgiveness,2006-08-13 13:59:20,28847,17,502
1,2006-09-02 15:52:26,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,帰るべき場所 (The Wheel Of Time),2006-08-13 13:59:20,28913,11,512
1,2006-09-04 13:00:36,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,3ac42f3e-8e21-44e4-b141-ca00a73103ec,Show Me Forgiveness,2006-08-13 13:59:20,31621,2685,517
1,2006-09-04 17:11:45,Null,Hagen String Quartett,Null,Streichquartett D-Moll Kv 421 (417B): 1. Allegro Moderato,2006-08-13 13:59:20,31872,97,552
1,2006-09-06 05:55:05,aefe3aa9-27ca-4a25-b5b9-7c83d0341d4a,Suzukiski,Null,Ozma,2006-08-13 13:59:20,34075,2157,560
1,2006-09-06 08:09:17,aefe3aa9-27ca-4a25-b5b9-7c83d0341d4a,Suzukiski,Null,Hint Oyaji,2006-08-13 13:59:20,34209,17,597
1,2006-09-07 12:16:44,7ad2826f-0a07-4c72-bb8f-6a4826ef71df,吉澤はじめ,7460a4c9-8316-43ac-8c7b-5f1fc230061c,Arpegio In The Forest (Interlude Mix),2006-08-13 13:59:20,35897,1637,614
1,2006-09-07 13:55:25,e60957f9-56fd-49f1-823f-e8d15f2b0eec,竹村延和,8d0d73a8-43ac-4df1-b82f-b9b13a4a9a19,Mirrors Like A Lake,2006-08-13 13:59:20,35996,13,636
1,2006-09-07 17:12:23,aefe3aa9-27ca-4a25-b5b9-7c83d0341d4a,Suzukiski,Null,Ozma,2006-08-13 13:59:20,36193,36,675
1,2006-09-08 04:41:58,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,Space Debris,2006-08-13 13:59:20,36882,635,693
1,2006-09-08 05:16:50,Null,Babylonwaves.Com,Null,Presets On Parade Bright Side - Virus Ti Preset Demo,2006-08-13 13:59:20,36917,12,697
1,2006-09-08 06:24:08,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,ef756a43-0905-4e59-8f05-a6b2bd977aa8,Dayvan Cowboy,2006-08-13 13:59:20,36984,32,704
1,2006-09-08 13:34:11,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,3ac42f3e-8e21-44e4-b141-ca00a73103ec,Show Me Forgiveness,2006-08-13 13:59:20,37414,405,713
1,2006-09-09 14:37:23,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,cd2fda2e-97e9-447c-b6b5-31e647dfb8bc,Squarepusher Theme,2006-08-13 13:59:20,38918,1366,742
1,2006-09-11 13:54:16,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,cd2fda2e-97e9-447c-b6b5-31e647dfb8bc,Squarepusher Theme,2006-08-13 13:59:20,41754,2658,774
1,2006-09-11 17:05:16,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,f2e8c77e-5018-445c-a8b4-79d5d04c2045,Anirog D9,2006-08-13 13:59:20,41945,12,807
1,2006-09-12 14:04:59,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,3a59a4b8-528c-4a82-a45f-8217c89b3eaf,Coopers World,2006-08-13 13:59:20,43205,1239,812
1,2006-09-13 04:13:44,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,80ff268c-7ba4-45bd-ba3e-b633a2b24a62,Satellite Anthem Icarus,2006-08-13 13:59:20,44054,706,840
1,2006-09-13 05:07:11,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,ef756a43-0905-4e59-8f05-a6b2bd977aa8,Dayvan Cowboy,2006-08-13 13:59:20,44107,47,842
1,2006-09-13 13:22:39,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,3ac42f3e-8e21-44e4-b141-ca00a73103ec,Show Me Forgiveness,2006-08-13 13:59:20,44603,491,844
1,2006-09-13 15:12:44,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,44713,27,870
1,2006-09-14 13:25:05,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,Space Debris,2006-08-13 13:59:20,46045,1256,888
1,2006-09-14 14:16:25,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,Dreams Of Skeleton Trees,2006-08-13 13:59:20,46097,36,891
1,2006-09-15 13:08:51,7ad2826f-0a07-4c72-bb8f-6a4826ef71df,吉澤はじめ,Null,Rise Me Up (Yukihiro Fukutomi Remix),2006-08-13 13:59:20,47469,1351,895
1,2006-09-15 13:36:16,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,Space Debris,2006-08-13 13:59:20,47496,27,896
1,2006-09-15 15:20:54,Null,Monday満ちる,Null,Chasing After The Sun,2006-08-13 13:59:20,47601,22,911
1,2006-09-15 15:54:56,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,Orbital,8f364071-ca2b-41db-aa58-9d39ed0128fd,Dŵr Budr,2006-08-13 13:59:20,47635,14,915
1,2006-09-17 13:57:50,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f456009c-2003-4c1d-a22e-1051e1546e81,Bug (Electric Last Minute),2006-08-13 13:59:20,50398,2750,918
1,2006-09-18 13:41:18,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,39cd8819-6c34-43b1-a4a8-c12a88e7f33b,Point Of View Point,2006-08-13 13:59:20,51821,1298,951
1,2006-09-18 17:25:53,0dde8e37-b914-43b1-a200-05a29d2424a1,Harold Mckinney,4bbf77c1-d1f7-41d3-b74a-47e01a02b3f6,Ode To Africa,2006-08-13 13:59:20,52046,15,998
1,2006-09-18 18:21:23,09a114d9-7723-4e14-b524-379697f6d2b5,Plaid & Bob Jaroc,349eab7d-7775-4fba-aa8b-86d36d1fb3ad,Super Positions,2006-08-13 13:59:20,52102,11,1008
1,2006-09-18 20:09:19,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,Orbital,8f364071-ca2b-41db-aa58-9d39ed0128fd,Dŵr Budr,2006-08-13 13:59:20,52209,12,1026
1,2006-09-18 20:51:48,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,27f8ff45-675c-47e3-a17c-f92d6fdb5794,Pleasure Is All Mine,2006-08-13 13:59:20,52252,24,1029
1,2006-09-18 22:23:05,aefe3aa9-27ca-4a25-b5b9-7c83d0341d4a,Suzukiski,Null,Ozma,2006-08-13 13:59:20,52343,35,1047
1,2006-09-19 13:01:12,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,80ff268c-7ba4-45bd-ba3e-b633a2b24a62,Satellite Anthem Icarus,2006-08-13 13:59:20,53221,774,1077
1,2006-09-19 13:39:14,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,eb78521a-b57b-4e0c-9b94-83e1b437b82a,'84 Pontiac Dream,2006-08-13 13:59:20,53259,21,1082
1,2006-09-20 13:07:02,Null,Monday満ちる,Null,Chasing After The Sun,2006-08-13 13:59:20,54667,1302,1108
1,2006-09-21 03:44:02,51d002d6-ff53-4fa1-88eb-503549538b5e,Bobby Cole,125ecfef-323f-403a-9171-af5c1074470a,A Perfect Day,2006-08-13 13:59:20,55544,754,1129
1,2006-09-21 12:12:50,Null,Monday満ちる,Null,Chasing After The Sun,2006-08-13 13:59:20,56053,496,1134
1,2006-09-21 12:54:40,Null,Monday満ちる,Null,Chances,2006-08-13 13:59:20,56095,18,1139
1,2006-09-22 12:58:09,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,ef756a43-0905-4e59-8f05-a6b2bd977aa8,Dayvan Cowboy,2006-08-13 13:59:20,57538,1202,1194
1,2006-09-22 13:47:32,250504d4-eca1-4b23-bea6-db1dc7d2eaf9,Des'Ree,a33a3681-0720-4cc3-9898-ab78e86b296c,Life,2006-08-13 13:59:20,57588,15,1205
1,2006-09-22 15:40:24,08379a1c-453b-460a-ab49-a213bb3b4ca6,Calm,Null,Still Dreaming,2006-08-13 13:59:20,57701,49,1219
1,2006-09-23 12:41:58,4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,Squarepusher,3a59a4b8-528c-4a82-a45f-8217c89b3eaf,Coopers World,2006-08-13 13:59:20,58962,1235,1224
1,2006-09-23 15:39:21,a3031680-c359-458f-a641-70ccbaec6a74,Steve Reich,46cff023-6c6e-4fb2-bf32-a6f499b3f879,Music For 18 Musicians: Section I,2006-08-13 13:59:20,59140,34,1253
1,2006-09-24 13:06:01,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,29bcc2f4-31a8-4c5b-ad15-3683b966fa8c,Human Behavior,2006-08-13 13:59:20,60426,1254,1261
1,2006-09-24 14:39:51,Null,Boycott Rhythm Machine 2 - Versus -,Null,高木正勝 Vs 南博,2006-08-13 13:59:20,60520,17,1282
1,2006-09-24 15:30:42,4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4,Talvin Singh,192a92d8-f8e3-438d-aa1b-332ad3721a16,One,2006-08-13 13:59:20,60571,44,1284
1,2006-09-24 16:11:31,4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4,Talvin Singh,dac00655-5edf-45a5-955a-765a934c3fe9,Mustard Fields,2006-08-13 13:59:20,60612,41,1285
1,2006-09-26 13:05:38,477d1c52-3100-4493-a049-473d8f183e23,高木正勝,a3af3d37-2fa7-4c1f-ac8f-9b52d3fb85d6,Midnight,2006-08-13 13:59:20,63306,2645,1294
1,2006-09-26 14:52:18,477d1c52-3100-4493-a049-473d8f183e23,高木正勝,5d552f84-d587-47e9-b38d-4e72e917d9a6,Private Drawing,2006-08-13 13:59:20,63412,69,1305
1,2006-10-14 13:28:09,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,89248,25747,1325
1,2006-10-14 14:59:21,292f77b4-3a9f-4cbb-8be4-b4a1367464f4,Clark,Null,トラック 04,2006-08-13 13:59:20,89340,39,1334
1,2006-10-15 14:47:41,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,90768,1396,1343
1,2006-10-15 15:09:58,292f77b4-3a9f-4cbb-8be4-b4a1367464f4,Clark,Null,トラック 01,2006-08-13 13:59:20,90790,18,1345
1,2006-10-15 16:07:12,292f77b4-3a9f-4cbb-8be4-b4a1367464f4,Clark,Null,トラック 01,2006-08-13 13:59:20,90847,12,1357
1,2006-10-17 13:49:16,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,93589,2605,1386
1,2006-10-17 15:11:42,477d1c52-3100-4493-a049-473d8f183e23,高木正勝,119c7eed-8cdb-43ab-9c4e-33a03882b931,New Flat,2006-08-13 13:59:20,93672,12,1404
1,2006-10-17 16:12:56,6e5c1366-5891-4e01-bb13-6c8b2c8cdd35,Mj Cole,d6a47f7e-cf95-416d-b6ac-c3472e1ee9e5,Introduction,2006-08-13 13:59:20,93733,12,1418
1,2006-10-17 18:00:55,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,93841,53,1434
1,2006-10-17 18:26:02,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,93866,20,1436
1,2006-10-18 13:59:01,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,af40062e-09fd-4d8f-84f3-47d7cfe7f98c,Music,2006-08-13 13:59:20,95039,1168,1438
1,2006-10-18 15:38:57,252c9f8a-be04-4146-b73e-a24696b2f5ed,くるり,b5faa2d5-5464-4a91-b765-0bb07f00ebce,葡萄園,2006-08-13 13:59:20,95139,32,1455
1,2006-10-18 16:07:47,252c9f8a-be04-4146-b73e-a24696b2f5ed,くるり,73e1bef7-013d-45c2-98a7-b7207351725f,Tokyo (Album Mix),2006-08-13 13:59:20,95168,13,1460
1,2006-10-18 17:33:13,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,Null,Coccoon,2006-08-13 13:59:20,95253,40,1471
1,2006-10-19 03:12:32,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,95833,529,1483
1,2006-10-19 03:31:39,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,6488b1c2-880b-4b9a-a91e-22e3607c6a2a,Drop,2006-08-13 13:59:20,95852,15,1485
1,2006-10-19 04:18:47,292f77b4-3a9f-4cbb-8be4-b4a1367464f4,Clark,Null,トラック 03,2006-08-13 13:59:20,95899,12,1493
1,2006-10-19 05:14:00,aefe3aa9-27ca-4a25-b5b9-7c83d0341d4a,Suzukiski,Null,Yakko,2006-08-13 13:59:20,95954,30,1500
1,2006-10-19 06:27:21,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,96028,72,1502
1,2006-10-19 12:40:30,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards Of Canada,90da05fc-9d90-4244-8ac3-6ddeb0cf1fb5,Hey Saturday Sun,2006-08-13 13:59:20,96401,369,1504
1,2006-10-19 13:50:55,0dde8e37-b914-43b1-a200-05a29d2424a1,Harold Mckinney,4bbf77c1-d1f7-41d3-b74a-47e01a02b3f6,Ode To Africa,2006-08-13 13:59:20,96471,15,1520
1,2006-10-20 12:54:10,46e8a8ee-d2cd-4165-9725-02f72d0027a9,Matmos,be1323ff-b8b4-4f3f-a1d2-8f1d508a2a86,Spondee,2006-08-13 13:59:20,97854,1342,1530
1,2006-10-20 13:31:24,971032e1-36a5-4229-9315-75701a9e0a39,Lemuria,b7b62cac-29fc-40d0-9515-d541f0182572,Hunk Of Heaven,2006-08-13 13:59:20,97892,11,1535
1,2006-10-21 12:29:29,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,99270,1350,1542
1,2006-10-21 12:49:51,6ba4e4b2-4587-47f7-8fe9-ec4eb172d5e7,The Underwolves,00f7868e-6380-4a08-8133-1b4687453699,Coming Home,2006-08-13 13:59:20,99290,16,1544
1,2006-10-21 14:16:26,eaa62a46-1ec4-47ac-bd52-2645f75f450e,Ua,68f99878-f1fc-40b1-9510-3f278c73bd40,世界,2006-08-13 13:59:20,99377,19,1562
1,2006-10-21 14:56:19,eaa62a46-1ec4-47ac-bd52-2645f75f450e,Ua,Null,閃光 (Album Ver.),2006-08-13 13:59:20,99416,11,1567
1,2006-10-21 16:20:22,bc3d74c5-9328-4a1b-8014-3ecdb3dababe,Nitin Sawhney,2f376d0b-99c8-4220-8133-f75489b9cbe2,Anthem Without Nation,2006-08-13 13:59:20,99501,68,1570
1,2006-10-22 13:09:17,477d1c52-3100-4493-a049-473d8f183e23,高木正勝,23ef940e-6bf4-4686-8125-9779341737b3,Early Summer,2006-08-13 13:59:20,100749,1225,1576
1,2006-10-23 13:02:48,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,ae6bbc21-2767-4cb7-95d8-526afad3fddc,I Hate Hate,2006-08-13 13:59:20,102183,1276,1614
1,2006-10-24 05:00:09,Null,Nucolor,Null,Lotusland,2006-08-13 13:59:20,103140,818,1646
1,2006-10-24 13:03:11,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,82aadd9e-5f71-45d1-a44d-b6f1652fde01,Sensuous,2006-08-13 13:59:20,103623,453,1653
1,2006-10-24 15:01:54,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,2c5fd4aa-e404-478d-a209-d189231f023e,Toner,2006-08-13 13:59:20,103742,14,1680
1,2006-10-25 12:50:27,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f09f90f0-3634-4bf9-bbed-7aabda3bcc3c,Fit Song,2006-08-13 13:59:20,105051,849,1800
1,2006-10-25 14:32:44,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,d6efbd07-d8a9-4295-bbca-790fb2676dbc,Sleep Warm,2006-08-13 13:59:20,105153,77,1807
1,2006-10-26 13:48:35,292f77b4-3a9f-4cbb-8be4-b4a1367464f4,Clark,Null,トラック 01,2006-08-13 13:59:20,106549,1383,1811
1,2006-10-26 18:09:44,09a114d9-7723-4e14-b524-379697f6d2b5,Plaid & Bob Jaroc,c4633ab1-e715-477f-8685-afa5f2058e42,The Launching Of Big Face,2006-08-13 13:59:20,106810,228,1822
1,2006-10-28 13:42:43,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f09f90f0-3634-4bf9-bbed-7aabda3bcc3c,Fit Song,2006-08-13 13:59:20,109423,2613,1823
1,2006-10-29 12:34:48,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f09f90f0-3634-4bf9-bbed-7aabda3bcc3c,Fit Song,2006-08-13 13:59:20,110795,1224,1862
1,2006-10-29 13:47:26,252c9f8a-be04-4146-b73e-a24696b2f5ed,くるり,73e1bef7-013d-45c2-98a7-b7207351725f,Tokyo (Album Mix),2006-08-13 13:59:20,110868,12,1878
1,2006-10-30 13:04:39,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,112265,1392,1880
1,2006-10-30 13:27:44,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,d0003ea9-bc8a-44c0-aaea-c7ede3a29328,Breezin',2006-08-13 13:59:20,112288,19,1882
1,2006-11-01 14:09:19,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f09f90f0-3634-4bf9-bbed-7aabda3bcc3c,Fit Song,2006-08-13 13:59:20,115209,2869,1896
1,2006-11-01 15:08:36,e5b5b78b-811b-4bfb-a463-116e5f4c3114,Nuyorican Soul,96cac256-ffc4-4aff-8a53-60dd86fc778f,I Am The Black Gold Of The Sun (4 Hero Remix),2006-08-13 13:59:20,115269,12,1910
1,2006-11-02 15:17:16,87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,ca9bb619-50d9-45f5-a65c-bd0b53dcf848,5 Years,2006-08-13 13:59:20,116717,1426,1916
1,2006-11-03 12:40:22,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,118001,1237,1928
1,2006-11-03 12:59:12,Null,Jazzanova Feat. Clara Hill,Null,No Use,2006-08-13 13:59:20,118019,14,1930
1,2006-11-03 17:14:22,250504d4-eca1-4b23-bea6-db1dc7d2eaf9,Des'Ree,39f58284-ad89-43a0-9b67-6f46f1a19406,What'S Your Sign?,2006-08-13 13:59:20,118275,40,1973
1,2006-11-04 13:19:21,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,6a69e411-fd8d-4fc4-9a8b-b626e5693586,Bird Watching At Inner Forest,2006-08-13 13:59:20,119480,1175,1979
1,2006-11-04 14:48:53,e5b5b78b-811b-4bfb-a463-116e5f4c3114,Nuyorican Soul,96cac256-ffc4-4aff-8a53-60dd86fc778f,I Am The Black Gold Of The Sun (4 Hero Remix),2006-08-13 13:59:20,119569,12,1999
1,2006-11-05 13:12:51,f5341587-6c20-4e0f-bdfd-62b2122825f2,A Hundred Birds,Null,Feelin' Your Bright Light (ただ、光る） Featuring Ten,2006-08-13 13:59:20,120913,1331,2002
1,2006-11-05 14:17:37,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,d0003ea9-bc8a-44c0-aaea-c7ede3a29328,Breezin',2006-08-13 13:59:20,120978,60,2004
1,2006-11-06 04:57:57,df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,f09f90f0-3634-4bf9-bbed-7aabda3bcc3c,Fit Song,2006-08-13 13:59:20,121858,830,2018
1,2006-11-06 05:35:34,09a114d9-7723-4e14-b524-379697f6d2b5,Plaid & Bob Jaroc,aa636615-be64-4e5d-813a-47b4e589137e,I Citizen The Loathsome,2006-08-13 13:59:20,121896,12,2026
