MinSincePrev,HistoryID,TrackID
3,48,77c78d6a-4182-4e97-a367-a03cd375ca77
5,49,47c92279-1bee-4359-8aa3-fd67408b77c1
2,50,510e9cc1-0dea-4d98-ad6c-b5370975396b
3,51,17b1ad43-9355-496b-878f-b26a45a7aaf5
5,52,bf61190f-1b3e-4c75-b1ef-4115d1ef2fc2
3,53,fd0eaf5d-8dab-4e21-9c52-013fef92d355
2,54,fc6a51b3-1589-45cb-ae7d-c57adfe47578
4,55,3fd0806e-ec2e-45c4-a493-09730b7f32d8
3,56,8021dcd5-218f-4b12-8c71-729e71432b6d
2,57,cb1bc23b-2904-42dd-aee6-6d12417e3cdc
7,58,5c5cae19-b26c-4542-907a-9c15b51ab6a6
4,59,f34a0730-2537-4838-80cc-27871d4bda35
7,60,13d2b83a-6641-4435-917f-2c626f3dcd6b
2,61,Null
4,62,657896a7-05ac-4ebd-b7ca-bbfee7288194
3,63,Null
1,64,d2807918-7f04-4c5b-aa97-c2284a5ca442
2,65,Null
4,66,338c522b-b65b-482f-acec-a073dfe16f21
2,67,27b25cc7-8e2c-417e-a635-3a2629248ff4
5,68,Null
10,69,Null
3,70,ea1213c5-c811-4ec8-b20b-253a58491454
4,71,70c994b3-c5aa-4351-8703-818cebf2b168
5,72,23ac2747-0bd3-4714-90b5-79f2f06aa108
3,73,f6021b3c-3e80-43a3-be3a-f452985bb4fe
4,74,47c55bd9-0bd8-45b0-8a3c-c9b0ddfb98d2
3,75,d24012bb-5175-433b-992f-628b9b13bcd0
2,76,ece4395b-9950-4f92-95ba-f970ce524cea
5,77,b1a52f54-c958-48e4-835c-05796f40339f
2,78,a579e429-7e60-401f-a44c-b6463c35f922
3,79,23ac2747-0bd3-4714-90b5-79f2f06aa108
75,80,141bbc85-10d5-4e49-b5b4-d3139a2d824a
3,81,Null
3,82,23ac2747-0bd3-4714-90b5-79f2f06aa108
3,83,Null
2,84,786e1009-2663-49e0-873d-f0cf06f51a25
2,85,Null
7,86,909c08d1-87ac-43c1-8376-d2873df0f8ad
2,87,07719ed6-88b3-48a2-ad24-037d9332695c
3,88,cb1bc23b-2904-42dd-aee6-6d12417e3cdc
2,89,Null
5,90,Null
4,91,Null
0,92,Null
2,93,Null
5,94,23ac2747-0bd3-4714-90b5-79f2f06aa108
3,95,f6021b3c-3e80-43a3-be3a-f452985bb4fe
5,96,47c55bd9-0bd8-45b0-8a3c-c9b0ddfb98d2
3,97,d24012bb-5175-433b-992f-628b9b13bcd0
5,98,42c69477-d2b3-4b2b-8aa5-606af69f709b
8,99,30e08ad0-bbd0-47f0-b5a1-03e124918fe9
9,100,Null
6,101,Null
4,102,Null
4,103,Null
8,104,Null
2,105,9791f854-d1e1-48e1-bb0c-f06fe7404edf
149,106,52725729-ee11-4ee0-b136-d366c264af0e
4,107,911a03be-d90e-4940-b8a3-245824ed913f
4,108,117ad16e-5785-40c8-a7ed-142ab41ef548
2,109,ad264528-a166-44db-a6b2-d983145ffa2c
1,110,e9aed23f-4ed8-4414-8520-ff2f60e9615e
24,111,338c522b-b65b-482f-acec-a073dfe16f21
7,112,Null
8,113,Null
18,114,Null
7,115,23ac2747-0bd3-4714-90b5-79f2f06aa108
3,116,Null
1,117,Null
3,118,0330e52e-a7b2-45db-873e-87d206ae7d42
3,119,6ab59d3e-cd95-4333-a7a2-60b24e01cc1d
12,120,Null
2,121,40bdd3e1-c464-47e0-ab14-a4773de4930d
2,122,Null
3,123,34abb875-03c7-4f0b-8a3e-58906552ec25
8,124,Null
9,125,dced2623-75c6-461f-996b-e4f43aea32ec
14,126,4b2c5b58-ae83-45d7-8368-bfdc65fddf41
3,127,d9f1ecba-5e05-4713-92d8-f618322b2803
5,128,382136e9-397f-4728-b5be-6cdd9e3b6d7d
8,129,b234704b-cfab-4679-bed0-01637cf2bdba
3,130,e95bcf63-1378-4015-a95a-bedf4a646977
4,131,e2d90ea8-f5a1-494c-b9aa-069490a54bcc
4,132,bfa38b8d-893c-4e73-afe7-79a0dd29d92a
4,133,b6d907dd-1626-43e4-b08f-19f24148089f
3,134,03fa8700-4c96-4f44-a361-0ebe29998d67
4,135,c4fcea5d-0b0a-4dcc-95fa-c256e11fa0f5
3,136,e4601887-f062-42fd-a6ad-09ea4d857685
3,137,cb139a85-0b29-4e2b-8564-8871e1161063
3,138,6c2c350e-6fda-48a1-b456-390a3d9f8cb8
3,139,287345a6-a7be-4c03-a13d-cf0ed598421e
4,140,318c8407-3488-422c-a207-eb12fa756485
3,141,48a2bdd1-2ac0-48eb-bed0-074c3f227719
4,142,e7ff82dc-dc3a-4ebb-877b-e53dab62e1f3
4,143,ae958156-cdcb-4482-a042-2a27e8b733e2
2,144,ffb2130c-d934-4ea9-a317-90a0326ca368
0,145,aca058fc-a41c-4d46-87a4-1819f8d6ea06
2,146,37cf5ddd-222b-4d5d-8c04-79b1e3a2a710
3,147,b5f701a7-3625-4dee-a147-6a9817e4f7b8
3,148,51cdfeec-128f-4257-a4c8-c5eb0c1c4d72
3,149,0e8bf4fc-3a19-46ff-8023-7010c5125ef2
3,150,e8d49121-d263-48a7-a0bc-e629f7c54aa7
3,151,8660eb75-f6af-40be-9dd8-290e05abfa55
2,152,3035c372-44d5-401f-ad96-155fd89f8de5
3,153,10175a71-2e47-4786-a60e-53dd1eb31821
3,154,e236d0c0-c3c7-420c-94d6-86e05d8a57f7
3,155,ab56fb21-2f84-4ce1-abb8-6164d45e298f
3,156,21066f2d-75c0-4cbd-94b2-9921ee80bcb5
3,157,997a8ac3-4bd4-4340-af33-558d4ac542d3
3,158,Null
871,159,f247a77e-8b9d-49f0-ade1-7e72c9109715
398,160,Null
4,161,07cc4395-cbff-41de-b3f3-7f736427e098
5,162,886866a8-3be5-49c3-8741-39dfbe2ecb66
13,163,Null
5,164,Null
772,165,8de9f08e-3c1b-407f-b37e-7c9eb25c514a
3,166,178f2f57-b322-4246-ac8b-8690a671fa4b
11,167,a8bc4017-2548-4add-9793-ee1ac992e13d
6,168,178f2f57-b322-4246-ac8b-8690a671fa4b
11,169,a8bc4017-2548-4add-9793-ee1ac992e13d
209,170,49e403e2-f677-4f94-9916-6f2663f34f7a
3,171,39e03c9f-e9ff-47b4-a1dd-9822d399a725
2,172,Null
2,173,8de9f08e-3c1b-407f-b37e-7c9eb25c514a
3,174,178f2f57-b322-4246-ac8b-8690a671fa4b
11,175,a8bc4017-2548-4add-9793-ee1ac992e13d
44,176,Null
3,177,d319c351-f691-46b2-b3a9-527bb3f8581e
4,178,caf2066c-99dd-4c62-9385-7db5375ee8c8
3,179,41881537-3c8d-4db2-aa46-effda5fcbb44
4,180,b83f978a-d39a-4c7a-867c-1e9e64f39d80
3,181,97ad2ad7-bcdb-461b-b485-80a9f2cd864e
4,182,b58c257f-d2ec-408a-af39-585a4d2f4a3d
4,183,23ac2747-0bd3-4714-90b5-79f2f06aa108
5,184,817eacd2-334e-4676-a89e-a06c73c9d562
2,185,382136e9-397f-4728-b5be-6cdd9e3b6d7d
3,186,Null
3,187,b3e4c70c-0d2a-4ada-8ce8-675544b7de2d
3,188,bbac9f28-3f6f-4f1f-b38a-9d5bde6c3769
2,189,0290922c-5855-430b-be92-6e19dffef28a
3,190,Null
3,191,Null
5,192,ea99ce6c-29bf-44dc-9fda-5f393eb0d707
4,193,86cfd6e2-a26d-4bb2-9789-d0b9744f5db3
4,194,6ab59d3e-cd95-4333-a7a2-60b24e01cc1d
3,195,d223bf49-38de-4343-83bb-d015ccef7723
2,196,987bd7c9-5dc6-4499-8714-8a7c5d05db11
5,197,Null
3,198,c69d19a7-51f6-4bd5-9300-af5cad769ca0
3,199,5e77a994-a7e7-4a03-8bc9-da8e8dde32a5
29105,200,911a03be-d90e-4940-b8a3-245824ed913f
3,201,cbe84d9e-8d68-492d-a3c9-8cee87890327
3,202,80c5f1cc-49a0-4f88-a51e-0191aa529fa5
2,203,Null
2,204,Null
20247,205,fc10772b-ea16-4218-a2e8-0edc9cfb094d
2,206,3d196914-ec26-4f62-9836-d42e962b6022
3,207,d8776350-387a-4d11-89ef-83eecd7aa5f1
3,208,e66f85b6-71d2-4d26-b7c6-0b8476eac185
4,209,0e18e4f2-3f8d-43e9-b5cd-72bcdae0005d
5,210,Null
3,211,Null
1024,212,f4803d16-9815-483e-ab8a-13aa28537574
7,213,8f61c330-79e0-4340-833b-4edb7703ed84
9,214,08e9ce4e-c983-4855-b6a0-aab4ebb19975
3,215,41cccf07-46e4-4bb6-a856-4913e575f5f3
3,216,11c18e04-2eab-4495-8094-2a55762baa0a
4,217,Null
4,218,a63f8f93-ed49-48ac-8992-2b1867b850b0
2,219,95367bb3-925c-4228-9562-74f0c8a2519c
5,220,1626c3f9-4bb2-4247-beb1-1907ff0636d8
4,221,a90a587c-a166-4f8e-8492-178c25e947dd
3,222,dd14d656-bcfc-4af5-b16e-91d6794a8996
3,223,797182d8-a2bd-41ef-8e6f-e8d8929958e8
4,224,Null
3,225,4bb830c0-e261-4153-a757-015c80a7f3fc
3,226,23c2c923-4f01-4d02-a349-eef904d752e9
5,227,d9513ba9-7a23-40ec-a2b6-41a6b0807543
3,228,a4e6f792-4d22-43ec-8be8-2d846dcdfddf
3,229,Null
3,230,9f1d3f49-d51f-4e32-87a3-fa8e887227ad
3,231,Null
3,232,90e14d5d-5a4a-470a-879d-15238f004484
5,233,3318eeb1-9612-4d77-9573-4b048da8a7f7
3,234,d9be1128-a61c-41f0-9d99-3d6deef6be38
4,235,cf363024-c9d5-43c2-b36b-1a81fe57409e
5,236,Null
3,237,ce63f61e-0961-4863-b437-8f02b1da023a
4,238,da4a29c9-dab8-42d9-a3c4-518962068415
6,239,d8810920-f5ca-47c8-9e3b-287b9e71f47a
1,240,44cb2805-5cd0-4511-a632-eb5b762b2589
2,241,654c30c2-04f7-4d1b-95bb-8c0cc38afdad
3,242,be0ed7a3-7402-434c-9c20-dcee4df00b92
5,243,Null
4,244,769de173-dbc3-4aca-b889-b47a3495370b
6,245,bca695ef-4032-4e84-addf-1af635a36f00
4,246,4f8090b0-ee62-46e9-9cf4-9adc6864a822
4,247,42c69477-d2b3-4b2b-8aa5-606af69f709b
9,248,d59ee543-ea7f-44ca-b99b-31426710700f
3,249,be12c58e-2f3e-4530-a0c9-4e0b578c4fab
3,250,Null
4,251,c036428f-3c66-4164-98ab-87288ff81d7b
3,252,5b4ecd9f-54a8-4d67-ab5d-ce0734d039c6
3,253,7af36c1f-f0cb-405f-bd8f-af9da4a3d2c7
5,254,1a285f90-5621-4b73-ac1e-197397775a53
3,255,9d421759-2a3f-437c-ae30-ec6e92c94858
2,256,Null
6,257,9d57eab4-28db-4c46-acea-c66300a14605
4,258,2921f836-d3fa-4417-ba71-d46bf9e5d9bb
4,259,5a4aecf2-f65c-4dac-9eb9-4ffb984810f3
5,260,d64c4085-285b-4d23-ab21-0ac114ce8d3e
5,261,Null
6,262,Null
8,263,Null
8,264,9a778184-775b-4a6f-8561-7e326fba8c61
6,265,f18e1d23-18ba-4292-971c-8f2498e9d4cc
5,266,3fa2c2d1-0a9b-49fc-bf3c-3a1cef39626e
4,267,4857761c-14e6-4921-ba52-d99e5ec1ca3f
3,268,a80308a0-3487-44a7-9204-6b6259767dc9
4,269,Null
4,270,67095852-c3cd-483e-872a-d1a2fd4be377
7,271,85f56e78-e941-4a93-882b-091ad4bf625a
3,272,49f63557-c360-4be9-811a-a65fbf590414
2,273,4626cb64-9afe-41d6-a883-b9d5943aa28b
3,274,e12114dc-f195-4c98-83d6-b580961f4aff
2,275,07689d4c-540d-4518-9a41-52931b7f061f
5,276,2d63ebb3-76b4-48a3-8b0c-348aad02a1f5
3,277,e25e884f-75cd-4d72-9e31-192ba4d6c052
3,278,a8677fe8-3b21-4cb4-bc90-7e0ff663593a
3,279,9865004c-73af-484b-870a-9395d3172c42
4,280,58828cd4-c737-4ebf-8204-612d3112e71c
4,281,Null
3,282,3eac2bd5-da07-4b5e-bc63-f100dc968f0b
3,283,Null
1,284,faa6d7ca-51ff-44fe-93b8-767c2d7e9241
2,285,b2aa0c5c-a9dd-46f0-931a-cb34204ad6f5
3,286,c1b2cea4-b493-4768-acf5-6948a4fe522b
4,287,Null
3,288,ea8095ef-700b-4a06-9f40-9b22120c3d32
4,289,f5426d8a-9994-43cc-ba3c-4c8566e6a1ca
845,290,Null
5,291,Null
10,292,Null
8,293,34abb875-03c7-4f0b-8a3e-58906552ec25
451,294,41c98895-2b0a-4143-9835-30b5a0c6088b
1027,295,a5714ece-481c-4722-a859-d0c31a734cd9
3,296,21279927-6978-45f8-b199-83857087a30c
2,297,cd86e8cf-f800-489c-9dd7-2c80363738e4
3,298,468ac98e-d953-4a4d-bd4b-845d73b88eac
4,299,Null
3,300,7c544629-8ce3-4b2e-8460-51c72d6f3722
5,301,Null
4,302,4abb44ae-54c9-421b-97e5-3fa8bee46105
3,303,Null
3,304,f2856d6b-de36-456e-87a3-71e90220d800
3,305,3787ab1a-4061-4487-8b18-f935e1a72c39
3,306,d5e5136f-b613-46c3-bf23-e6a13e0d2398
3,307,131e1db1-35a6-486b-ad7a-300de80352fe
2,308,c7f2562e-e968-40f8-b66e-23ded9e978cc
4,309,d5a01edb-76b7-486b-b548-1eeab8262b71
7,310,3f9d3246-e1b0-4083-bcfd-a8343505f8b4
2,311,3bcd1d78-be4a-4730-ac78-fccf53eddd50
4,312,27f2d1de-746f-44bf-8f0c-3e0eeb9b55f1
3,313,a1a4b6c4-d1c5-4a26-b155-75052d407c83
5,314,55b24544-4f5e-4131-923f-1c12421a59e7
3,315,3d2396ff-3807-4f70-867d-190f2b51c202
4,316,8e853c6c-3206-495f-a4e4-aaa73990b209
5,317,fa226a85-5445-4bc2-a3a6-792511a9302b
4,318,7ef394bb-f8f4-4f0e-9a22-7fcec662efb7
10,319,01b6ceb8-b3e7-486a-afea-f9943224e325
4,320,338c522b-b65b-482f-acec-a073dfe16f21
1249,321,80b0b4d8-d990-4764-ae25-126cd50af0b3
4,322,a6da0870-0ae7-4d96-ae5f-788dcf3c317a
246,323,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
5,324,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
4,325,769de173-dbc3-4aca-b889-b47a3495370b
1423,326,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
18,327,228ef557-af80-4bff-9385-cc4af3bea546
6,328,bc1bf21d-4332-4f9c-b772-b56ad72aea87
5,329,f359d5d8-17d9-4dab-9899-eff8b36f3896
5,330,78d4bb32-570e-47e6-9d55-1aad3a0688f2
5,331,2d7dfc1e-1d14-429e-91fe-39a312002d24
5,332,0b56c11b-200e-4094-9715-9897494569b9
3,333,b0fbcac0-e50e-4f31-8da2-20b0728ee9f4
5,334,9ef9386b-dc1f-49f4-90aa-5ebd484d7841
6,335,bc1307dc-69b8-40aa-8bed-0afedf908092
3,336,Null
370,337,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
4,338,80b0b4d8-d990-4764-ae25-126cd50af0b3
4,339,a6da0870-0ae7-4d96-ae5f-788dcf3c317a
2,340,6fdbe339-8e79-40a6-9b4e-50ddb5bed915
8,341,61694ffb-1bd5-4950-a73f-d2e3cb2e7eed
15,342,ee3282f5-d4b2-4705-b264-4b5f07dbfacf
3,343,Null
15,344,Null
4,345,Null
1,346,Null
55,347,Null
19,348,Null
1473,349,Null
6,350,3a59a4b8-528c-4a82-a45f-8217c89b3eaf
3,351,d1f80eb1-7cda-43ab-b7b7-0aaa24582b9a
3,352,50cd1d5c-ecbc-45a5-919e-d182fc6bfe62
4,353,Null
7,354,Null
4,355,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
4,356,80b0b4d8-d990-4764-ae25-126cd50af0b3
5,357,41c98895-2b0a-4143-9835-30b5a0c6088b
1252,358,41c98895-2b0a-4143-9835-30b5a0c6088b
4,359,da03070e-fb17-4b4f-a792-e7db158897ae
8,360,ea974f62-3832-4053-b20d-a25f0b1e508e
5,361,7524a188-9edb-48cf-9b32-f5fdde046eec
3,362,22976b24-a875-4a34-a7ba-012e89c8a02d
7,363,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
4,364,80b0b4d8-d990-4764-ae25-126cd50af0b3
4,365,Null
5,366,41c98895-2b0a-4143-9835-30b5a0c6088b
4,367,da03070e-fb17-4b4f-a792-e7db158897ae
8,368,ea974f62-3832-4053-b20d-a25f0b1e508e
5,369,7524a188-9edb-48cf-9b32-f5fdde046eec
3,370,22976b24-a875-4a34-a7ba-012e89c8a02d
7,371,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
2154,372,Null
2,373,d59b66b4-165e-445d-8be0-ac789ec459ce
17,374,6c3e81ba-6437-47f2-9439-edbb4943a65f
9,375,061909d1-bb3c-4dc2-bcc4-ce96f537a85f
3,376,0ef37500-0c2c-4fa0-bbb8-9ec59a45651c
4,377,ee2adbd8-5366-4f07-b7b3-4967cd07e521
5,378,69e69be8-b417-4cf2-9edb-273928d1057e
22,379,Null
24,380,089f1508-4310-4780-932c-ccf5add400a2
12,381,a93631b9-1262-40f2-9654-0a7b8e58d35d
15,382,90e78c94-006e-4735-869d-38e0f33ab489
2,383,f1293591-7c53-4a93-9c0e-1009e5b0aabb
5,384,e926495e-0e8c-496b-89f5-f9ee21559a86
33,385,d2156c15-7cc4-4108-99f7-ea74075f09be
37,386,530c09f3-46fe-4d90-b11f-7b63bcb4b373
42,387,22976b24-a875-4a34-a7ba-012e89c8a02d
4,388,a987279a-93f4-494c-a122-f47d74dd614b
2,389,ee926d08-d5f0-4ed9-957a-ca5bf6381097
20,390,e926495e-0e8c-496b-89f5-f9ee21559a86
2,391,a3ea3c88-ad30-410c-97f3-68d27744c023
4,392,Null
9,393,90e78c94-006e-4735-869d-38e0f33ab489
62,394,Null
5,395,62e5e668-dd1e-4681-921c-ff6ca57ea862
3,396,5f55faf7-0ae0-48d7-8a93-f3e1bf3373a8
3,397,f1c84a01-fd95-4402-aeae-eec51b9d4624
3,398,8ae52c0c-afbe-4806-9c00-969d1f44efa2
3934,399,b72a1b9c-5abf-4906-b5ef-c1a28e1267d4
4,400,a95cc9aa-3cb4-410c-bce3-f5c1b6525561
2,401,5fcaac99-dd81-4277-871e-ec006fd3cacf
3,402,5d058ebf-0cc5-4474-88d0-231da3415450
1355,403,d9513ba9-7a23-40ec-a2b6-41a6b0807543
9175,404,2d7dfc1e-1d14-429e-91fe-39a312002d24
7,405,0b56c11b-200e-4094-9715-9897494569b9
3,406,b0fbcac0-e50e-4f31-8da2-20b0728ee9f4
5,407,9ef9386b-dc1f-49f4-90aa-5ebd484d7841
6,408,bc1307dc-69b8-40aa-8bed-0afedf908092
5,409,080a8e52-7d09-4891-8512-a913210cdbf7
3,410,c0ac1cd3-9351-47d4-9cd6-9c7b379fb9e3
3,411,Null
3,412,a5717b65-6b7c-4766-a12d-32fbe0db7543
3,413,8ec054aa-4854-4602-abcf-5f923027abe6
2,414,120b47b8-f137-46d1-a951-f645f40c8c7b
2,415,3cb00214-0b01-40df-8a62-ac35678507ec
6,416,c5624900-b361-4e70-8cef-ba28eb28b9d1
4,417,ee2adbd8-5366-4f07-b7b3-4967cd07e521
4,418,f4803d16-9815-483e-ab8a-13aa28537574
6,419,fd0eaf5d-8dab-4e21-9c52-013fef92d355
2,420,f97f4bfa-b53a-4bc1-8858-aaace190dba4
6,421,c784328c-0700-4312-8e91-af77778ca5cb
2,422,095d4220-11ed-4905-b09f-10c7f50dc4d7
90,423,f4803d16-9815-483e-ab8a-13aa28537574
6,424,fd0eaf5d-8dab-4e21-9c52-013fef92d355
2,425,bc1bf21d-4332-4f9c-b772-b56ad72aea87
5,426,f359d5d8-17d9-4dab-9899-eff8b36f3896
5,427,78d4bb32-570e-47e6-9d55-1aad3a0688f2
6,428,2d7dfc1e-1d14-429e-91fe-39a312002d24
5,429,0b56c11b-200e-4094-9715-9897494569b9
3,430,b0fbcac0-e50e-4f31-8da2-20b0728ee9f4
5,431,9ef9386b-dc1f-49f4-90aa-5ebd484d7841
6,432,bc1307dc-69b8-40aa-8bed-0afedf908092
3,433,Null
4,434,5a8bb774-ba59-4a13-bc96-7184a9653f72
2,435,29051133-424e-4b99-b8af-30126e588c0c
3,436,f6ba5adf-de81-4d44-a492-768d73f4c65f
2,437,95367bb3-925c-4228-9562-74f0c8a2519c
5,438,06f5e8af-c988-407b-ad92-3ca481e15a9c
647,439,f4803d16-9815-483e-ab8a-13aa28537574
6,440,fd0eaf5d-8dab-4e21-9c52-013fef92d355
2,441,bc1bf21d-4332-4f9c-b772-b56ad72aea87
5,442,f359d5d8-17d9-4dab-9899-eff8b36f3896
5,443,78d4bb32-570e-47e6-9d55-1aad3a0688f2
5,444,2d7dfc1e-1d14-429e-91fe-39a312002d24
5,445,0b56c11b-200e-4094-9715-9897494569b9
3,446,b0fbcac0-e50e-4f31-8da2-20b0728ee9f4
5,447,9ef9386b-dc1f-49f4-90aa-5ebd484d7841
6,448,bc1307dc-69b8-40aa-8bed-0afedf908092
3,449,Null
4,450,5a8bb774-ba59-4a13-bc96-7184a9653f72
2,451,29051133-424e-4b99-b8af-30126e588c0c
3,452,f6ba5adf-de81-4d44-a492-768d73f4c65f
2,453,95367bb3-925c-4228-9562-74f0c8a2519c
5,454,06f5e8af-c988-407b-ad92-3ca481e15a9c
2,455,35a21369-1fdc-4a53-8a6d-03f8a7b1ab77
419,456,bb3a4398-6e87-43f6-8e4a-c690e73e1901
4,457,41c98895-2b0a-4143-9835-30b5a0c6088b
957,458,c4fcea5d-0b0a-4dcc-95fa-c256e11fa0f5
3,459,22976b24-a875-4a34-a7ba-012e89c8a02d
4,460,80a404cc-73a3-4483-8f13-b8d8717f276b
3,461,a987279a-93f4-494c-a122-f47d74dd614b
2,462,eef12f70-f8fa-447a-a706-9645eb14be65
4,463,338c522b-b65b-482f-acec-a073dfe16f21
167,464,90e78c94-006e-4735-869d-38e0f33ab489
10,465,Null
8,466,34abb875-03c7-4f0b-8a3e-58906552ec25
8,467,Null
7,468,Null
7,469,Null
4,470,Null
3,471,Null
4,472,ad264528-a166-44db-a6b2-d983145ffa2c
1,473,67beafb9-8ced-48e0-958c-386e44ef3f54
4,474,e6f0618b-5cf2-40b8-80fe-80c349167788
4,475,d59b66b4-165e-445d-8be0-ac789ec459ce
4,476,886866a8-3be5-49c3-8741-39dfbe2ecb66
6592,477,0b56c11b-200e-4094-9715-9897494569b9
3,478,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
4,479,4635976d-353b-4ad4-aaac-a7529effbc0e
3,480,Null
3,481,9a778184-775b-4a6f-8561-7e326fba8c61
6,482,Null
3,483,974379c5-27f4-4a60-8d94-0340424eb739
467,484,88d700d9-26b8-420f-8076-d0b62efad438
3,485,2a636591-1499-4236-b307-b71f6ff21540
3,486,Null
3,487,Null
3,488,bb7b076a-0194-4bc5-a021-22091f7caaab
2,489,9304f935-454b-413e-91da-2e7de1392a72
4,490,900bd236-c2fa-46e5-9cda-1b209110e3cb
2,491,c9acd014-37a9-4275-820b-58980db1255e
7,492,e4f34634-493a-466a-99ae-14039c02cb71
2,493,d0d6630e-1a6e-41c6-8c7e-cd2e18852f26
7,494,Null
2,495,a5714ece-481c-4722-a859-d0c31a734cd9
5,496,e961137a-056d-4307-9eaf-215cd4e3a845
3,497,d3a16cd3-19a9-44f1-ac6c-7472459527c9
3,498,0b7e1507-3edd-480c-8579-e80f203b4747
3,499,32a63194-2de1-4aff-a2d0-3b1f827a5328
3,500,9e0fd1aa-4ef2-46b2-bef3-fb975d6dd3dd
3,501,bee39727-9846-4530-87a5-426ac1bcb16f
4,502,a82556c3-d31a-4094-ad73-db154e486b85
4,503,27881ed9-68d1-427a-b828-939db9b2af84
1,504,afcc8675-ff8f-4943-beeb-b7ff4dbb70c7
3,505,04ae5e8f-e9e7-4f00-bfb2-f44a08328073
3,506,56276a83-e4c5-418c-9f56-c6980421ebbe
59,507,23ac2747-0bd3-4714-90b5-79f2f06aa108
5,508,Null
2,509,80a404cc-73a3-4483-8f13-b8d8717f276b
4,510,80785c1b-1a65-40c9-9b0b-03679d3619fb
2,511,bb883fd9-ab17-434f-b336-9469a2b4f363
2,512,23ac2747-0bd3-4714-90b5-79f2f06aa108
3,513,10175a71-2e47-4786-a60e-53dd1eb31821
3,514,eef12f70-f8fa-447a-a706-9645eb14be65
5,515,b5f701a7-3625-4dee-a147-6a9817e4f7b8
3,516,338c522b-b65b-482f-acec-a073dfe16f21
2,517,79140663-14ff-4f31-b7a0-1f7315750399
2,518,0220ac7f-a190-4c73-98c5-e2889a8e7aaa
3,519,37cf5ddd-222b-4d5d-8c04-79b1e3a2a710
3,520,b08928b7-47ae-4207-acb7-3c752b97dc11
3,521,01b6ceb8-b3e7-486a-afea-f9943224e325
4,522,Null
7,523,2e107123-00c5-4f36-ba17-881410f3a2e0
11,524,ef04e49d-b27a-44b3-acc1-d6ab6a9da62c
3,525,ef04e49d-b27a-44b3-acc1-d6ab6a9da62c
4,526,ef04e49d-b27a-44b3-acc1-d6ab6a9da62c
